price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
9818596,8033,3,0,1,yes,yes,no,no,no,1,yes,furnished
5270412,6564,3,1,2,yes,yes,yes,no,no,0,no,furnished
4202371,3978,2,0,3,yes,no,yes,no,yes,0,no,unfurnished
2376389,3263,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
8546364,6594,4,1,2,yes,yes,yes,no,no,2,no,semi-furnished
3400213,3486,4,0,2,yes,no,yes,no,no,2,no,furnished
6699317,3979,2,1,1,yes,no,yes,no,yes,0,yes,unfurnished
3676569,4261,2,0,0,yes,no,no,no,no,2,no,unfurnished
4995660,5908,3,1,2,yes,no,no,no,yes,0,yes,unfurnished
2926416,3750,3,1,2,no,no,no,no,yes,0,no,furnished
3760579,5688,1,1,0,yes,no,no,no,yes,0,no,furnished
4390913,2946,2,0,2,yes,no,no,no,no,0,yes,unfurnished
5832872,7220,3,0,1,no,no,no,no,no,2,no,semi-furnished
3702028,3756,2,1,0,yes,no,no,no,yes,0,no,semi-furnished
6031470,7304,2,1,1,yes,no,no,no,no,0,yes,furnished
2997659,8151,2,1,1,no,no,yes,no,no,0,no,semi-furnished
3611882,5847,2,1,1,yes,yes,no,no,no,1,no,semi-furnished
3265476,4442,2,0,2,no,no,no,no,no,0,yes,unfurnished
3239828,4169,2,1,0,yes,no,yes,no,no,2,no,unfurnished
6560572,10654,3,2,1,yes,no,no,no,no,0,no,unfurnished
3452334,3839,1,1,0,yes,no,yes,no,yes,0,no,semi-furnished
9788625,8128,3,1,1,yes,no,yes,yes,no,2,no,furnished
5911120,6350,3,1,0,yes,yes,yes,no,yes,0,no,semi-furnished
3641111,3437,2,1,0,yes,no,no,no,no,0,no,unfurnished
6207232,6475,2,1,3,yes,no,no,no,no,0,no,semi-furnished
3281596,6130,2,1,0,yes,no,yes,no,yes,0,yes,semi-furnished
4866241,7751,3,0,0,yes,no,no,no,yes,0,no,unfurnished
4844856,10346,1,0,1,yes,no,yes,no,no,2,yes,semi-furnished
3182403,3895,2,1,2,yes,no,no,no,no,0,no,unfurnished
4624595,10232,1,1,0,yes,no,yes,no,no,1,yes,furnished
5362219,7652,2,0,0,yes,no,yes,no,no,2,no,unfurnished
4160182,4582,2,1,3,yes,no,yes,no,yes,1,no,semi-furnished
4292094,4030,3,0,1,yes,no,no,no,no,0,no,unfurnished
2562761,4370,3,1,2,yes,no,yes,no,yes,0,yes,semi-furnished
7947013,6288,2,2,4,yes,no,no,no,no,0,yes,unfurnished
2591020,1932,1,0,2,yes,no,no,no,yes,0,yes,semi-furnished
4627286,6439,1,1,1,yes,no,no,no,yes,3,no,unfurnished
6050873,11342,3,0,2,yes,no,no,no,yes,2,no,furnished
3131950,5352,3,1,2,yes,no,no,no,no,0,yes,unfurnished
3173169,3047,2,0,1,no,no,no,no,no,0,no,semi-furnished
4460104,6528,4,1,1,yes,yes,no,no,yes,0,yes,semi-furnished
3400085,4006,2,1,1,no,yes,no,no,no,0,no,semi-furnished
7549756,6139,2,1,3,yes,no,no,no,no,0,no,unfurnished
7126420,8916,1,0,0,yes,no,no,no,no,1,yes,semi-furnished
4087942,2059,3,1,0,yes,no,yes,no,no,0,no,semi-furnished
1814004,3335,4,0,1,yes,no,no,no,no,0,no,furnished
3689905,6889,4,1,1,yes,yes,no,no,no,1,yes,semi-furnished
9464449,6374,3,2,1,yes,no,no,no,no,0,no,semi-furnished
6136429,6187,4,1,2,yes,yes,no,no,yes,0,no,unfurnished
5891991,15452,3,0,0,yes,no,no,no,yes,1,no,unfurnished
3775438,3648,2,1,0,yes,yes,no,no,no,0,no,unfurnished
3473954,3576,2,1,0,yes,no,no,no,no,0,yes,furnished
4422387,6594,3,1,2,yes,no,yes,no,no,0,no,furnished
4935648,4468,2,1,0,yes,no,no,no,no,0,no,unfurnished
6643764,5648,2,1,1,yes,no,yes,no,no,2,no,semi-furnished
4142154,3706,3,1,1,no,no,no,no,no,0,no,semi-furnished
4852539,3343,3,1,2,yes,yes,no,no,yes,2,yes,semi-furnished
4346795,4411,4,0,2,yes,no,yes,no,no,0,no,semi-furnished
2442019,2938,2,1,2,yes,no,yes,no,no,0,no,unfurnished
3406776,4262,3,0,1,yes,no,no,no,no,0,yes,unfurnished
4170673,3438,3,0,1,yes,no,no,no,yes,1,no,semi-furnished
3612223,2258,3,0,2,yes,no,no,no,no,0,no,semi-furnished
5788518,4550,3,0,0,yes,no,yes,no,no,0,no,unfurnished
6925655,4257,3,1,1,yes,no,yes,yes,no,0,no,furnished
7562903,5950,3,2,3,no,no,no,no,no,0,no,unfurnished
6998803,6430,3,1,3,yes,no,no,no,yes,2,no,unfurnished
8511472,7318,2,2,3,yes,no,no,no,no,2,no,unfurnished
3569012,3741,2,1,1,yes,no,yes,no,no,0,yes,semi-furnished
5217524,3141,2,1,1,yes,yes,no,no,no,1,no,unfurnished
4728066,4852,1,1,0,yes,no,no,no,no,0,no,semi-furnished
4473028,2532,2,0,2,yes,no,yes,no,yes,0,yes,semi-furnished
8393467,7430,2,1,3,yes,no,no,no,no,1,no,semi-furnished
6845226,8978,2,1,2,yes,yes,yes,no,yes,0,no,unfurnished
2976300,3123,2,0,1,yes,no,yes,no,no,0,no,semi-furnished
4056714,3775,2,0,2,yes,no,yes,no,no,0,yes,semi-furnished
6687893,8181,2,2,3,no,no,yes,no,no,0,no,furnished
5432089,10197,3,1,0,yes,no,no,no,no,1,no,unfurnished
5733562,6413,3,1,3,yes,no,no,no,no,0,no,furnished
3368595,4673,3,1,2,yes,no,no,no,no,0,no,furnished
6244792,6292,3,1,3,yes,no,no,no,no,0,yes,semi-furnished
4816629,8179,3,0,3,yes,no,no,no,yes,2,no,semi-furnished
1779906,2976,1,0,1,no,no,yes,no,no,1,yes,semi-furnished
4223088,5483,2,0,2,yes,no,no,no,no,0,no,semi-furnished
4184786,4556,4,1,2,yes,no,no,no,no,0,yes,semi-furnished
6250160,5349,3,1,1,yes,no,yes,no,yes,2,no,semi-furnished
5194847,5295,4,1,1,yes,no,no,no,no,0,no,unfurnished
5195246,6516,3,1,0,yes,no,no,no,no,0,yes,unfurnished
4881390,7624,4,0,1,yes,no,no,no,yes,1,yes,furnished
4687373,4236,2,1,2,yes,no,no,no,no,1,yes,furnished
3566644,3672,1,1,1,no,no,yes,no,no,0,no,furnished
6123275,9722,3,1,0,yes,yes,no,no,no,1,no,semi-furnished
2936873,3543,2,1,1,yes,no,no,no,yes,1,no,furnished
3268240,6035,3,1,0,no,no,no,no,no,0,no,furnished
6649688,6409,3,2,3,yes,yes,no,no,yes,0,no,semi-furnished
4407189,3781,3,1,2,yes,no,yes,no,no,2,yes,furnished
6168576,4489,2,0,3,no,no,no,no,yes,0,no,semi-furnished
8221795,5978,3,2,2,yes,yes,yes,no,yes,1,no,unfurnished
4881102,4772,2,1,0,yes,yes,yes,no,yes,0,no,semi-furnished
3445985,2924,3,0,2,yes,no,no,no,no,0,yes,unfurnished
2332441,3017,3,2,2,yes,no,no,no,no,0,no,unfurnished
2032373,3164,2,1,0,yes,no,yes,yes,yes,0,no,semi-furnished
5779988,6108,3,1,3,yes,no,yes,no,no,0,no,unfurnished
3110504,2402,2,1,0,yes,yes,yes,no,no,0,no,unfurnished
3143412,8073,2,0,1,yes,no,yes,no,no,0,no,furnished
4393315,6264,1,1,0,yes,yes,yes,no,yes,1,no,unfurnished
4531817,5873,1,1,0,yes,no,yes,no,yes,0,no,semi-furnished
3331118,3332,4,0,2,yes,no,no,yes,yes,0,no,unfurnished
6347199,6244,3,1,0,yes,no,yes,no,no,0,no,unfurnished
3373517,4666,2,0,0,yes,no,no,no,no,0,no,unfurnished
5816661,5951,3,2,4,yes,no,yes,no,no,0,no,semi-furnished
4367431,4330,4,0,2,yes,no,yes,no,no,0,no,semi-furnished
12335657,8959,3,3,4,no,no,no,no,yes,3,no,semi-furnished
5612973,3745,3,1,2,yes,no,yes,no,no,1,no,furnished
4959434,6257,3,1,1,yes,yes,yes,yes,no,1,no,semi-furnished
4370705,3507,3,0,1,yes,no,yes,no,yes,1,yes,unfurnished
3546955,3920,1,0,0,yes,yes,yes,no,no,0,no,semi-furnished
5806853,5488,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished
3562050,3498,2,0,0,yes,no,no,no,no,0,no,semi-furnished
7414830,7378,3,2,4,no,no,no,no,no,0,no,unfurnished
3334367,2454,3,0,0,yes,no,yes,no,yes,0,yes,semi-furnished
4841812,5509,3,1,2,yes,yes,yes,no,no,0,yes,unfurnished
4628125,9690,3,1,1,yes,yes,no,no,no,1,no,unfurnished
4988092,2859,3,2,2,yes,no,yes,no,no,1,no,unfurnished
5004485,5644,2,0,1,yes,no,yes,no,no,0,yes,semi-furnished
5185653,4967,1,1,1,yes,no,no,no,yes,0,yes,semi-furnished
2969390,2414,2,1,1,yes,yes,yes,no,yes,0,no,furnished
3394701,4102,2,0,1,yes,no,no,no,no,0,no,unfurnished
6829825,5905,2,2,2,yes,no,no,no,no,0,no,unfurnished
4998705,7665,2,0,1,yes,no,no,no,yes,0,no,unfurnished
3300574,4602,1,1,1,yes,no,yes,no,no,0,yes,furnished
6322167,6424,3,0,1,yes,no,no,no,no,1,no,unfurnished
6108036,6303,2,2,3,yes,no,no,no,yes,0,yes,unfurnished
4519096,4015,1,2,0,no,yes,yes,no,no,0,no,semi-furnished
6337210,4778,2,2,3,yes,no,no,no,no,0,no,unfurnished
3286413,3290,1,1,0,yes,no,no,no,no,2,no,semi-furnished
3374507,3066,2,1,0,yes,no,no,no,no,0,no,unfurnished
2991555,5092,1,0,1,yes,no,yes,no,no,0,no,unfurnished
5708394,5541,2,1,2,yes,no,yes,no,yes,1,no,semi-furnished
6650809,3848,2,1,2,yes,no,yes,no,no,1,no,unfurnished
3585451,3532,2,0,1,yes,yes,yes,no,yes,0,no,unfurnished
4209859,3009,2,0,1,no,yes,yes,no,yes,0,no,unfurnished
2865955,3056,2,1,1,yes,yes,no,no,yes,0,no,unfurnished
5685862,4876,2,1,2,yes,no,no,no,no,0,no,semi-furnished
4023887,3855,1,1,1,no,no,no,no,yes,1,no,furnished
2567452,1965,1,1,0,yes,yes,no,no,no,0,no,semi-furnished
3461567,5339,2,1,0,yes,no,yes,no,no,1,yes,semi-furnished
5633010,6054,3,1,0,yes,no,no,no,no,2,no,semi-furnished
2611914,3838,2,0,1,yes,no,no,no,no,0,no,semi-furnished
7048795,6361,3,2,2,yes,no,no,no,yes,1,no,unfurnished
4460194,2848,1,1,2,yes,no,yes,yes,no,0,no,furnished
2427251,3651,2,1,1,yes,no,yes,yes,no,0,no,unfurnished
5058948,6121,3,0,1,yes,no,no,no,no,0,no,unfurnished
9255673,3518,4,2,2,yes,no,no,no,no,1,no,semi-furnished
5770399,5828,3,1,4,yes,no,no,no,no,0,no,unfurnished
3711671,2864,2,2,1,yes,no,no,no,yes,0,no,furnished
3373437,2006,2,0,3,yes,no,no,no,yes,0,no,unfurnished
3834697,4105,2,0,0,no,no,no,no,no,0,yes,semi-furnished
4856566,4244,1,1,1,yes,no,no,yes,no,0,no,furnished
3712378,7241,2,1,2,no,no,no,no,no,0,yes,furnished
9069625,5745,3,1,1,yes,no,no,no,no,2,no,unfurnished
3129991,2613,2,1,0,yes,no,yes,no,yes,0,no,unfurnished
4317628,4352,4,0,1,yes,no,no,no,no,0,yes,furnished
6386770,6599,3,1,3,yes,no,no,no,no,0,no,semi-furnished
3609834,4354,2,0,2,yes,no,yes,no,no,0,no,furnished
2992153,5057,2,0,1,yes,no,no,no,no,0,yes,furnished
5816146,6453,2,2,3,yes,yes,no,no,yes,0,no,unfurnished
1809429,2941,3,1,0,yes,no,no,no,yes,0,no,semi-furnished
6644326,5855,3,1,2,yes,yes,no,no,no,1,no,unfurnished
5569599,3061,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
5951503,6837,1,1,1,yes,yes,no,no,yes,2,no,unfurnished
6214713,8543,2,0,3,yes,no,yes,no,yes,1,yes,unfurnished
5508464,5404,2,0,1,yes,no,no,no,no,0,no,furnished
4485028,3343,3,0,2,yes,no,no,no,no,0,no,unfurnished
4382345,2976,3,2,1,no,no,no,no,no,0,no,semi-furnished
8138966,6858,4,1,2,yes,no,no,no,no,1,no,furnished
4349270,4527,1,1,0,yes,no,yes,no,no,0,no,unfurnished
3482104,2615,2,0,1,yes,no,no,no,yes,0,no,semi-furnished
1660659,3891,3,0,1,yes,no,yes,no,yes,0,no,furnished
2936895,5921,3,1,2,yes,yes,no,no,yes,0,yes,semi-furnished
4445859,3919,3,1,1,yes,no,no,no,no,2,no,semi-furnished
3116851,6691,1,0,1,yes,no,no,no,no,0,no,semi-furnished
8064538,6032,4,1,3,no,yes,yes,no,no,1,no,semi-furnished
3827185,2190,3,2,0,yes,no,yes,no,no,0,no,semi-furnished
5988976,6318,2,0,3,yes,no,yes,no,no,0,no,unfurnished
4909546,4754,3,1,0,yes,no,yes,no,no,0,no,unfurnished
5781507,3607,3,0,2,yes,no,yes,no,no,0,yes,semi-furnished
2804549,6557,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
3122100,3303,1,0,0,yes,no,no,no,no,0,no,semi-furnished
5205872,2854,2,2,1,no,no,yes,no,no,1,no,unfurnished
3421784,4541,2,0,1,yes,no,no,no,yes,0,no,semi-furnished
6552420,5884,2,0,1,yes,no,no,no,no,1,yes,furnished
6251287,6958,3,1,1,yes,no,yes,no,no,3,yes,furnished
2714065,3718,2,1,1,yes,no,yes,no,no,1,yes,semi-furnished
3720692,6790,4,0,2,no,no,no,no,no,1,yes,furnished
3206708,3099,2,0,0,yes,no,no,no,yes,0,yes,semi-furnished
1847260,3632,1,0,1,yes,no,no,no,yes,0,no,unfurnished
5575377,5238,2,0,2,yes,no,yes,no,yes,0,no,semi-furnished
4769392,6277,2,0,0,yes,no,yes,no,no,1,yes,unfurnished
4005232,3578,3,1,1,yes,yes,yes,no,yes,0,yes,semi-furnished
4858687,4547,1,0,1,yes,no,no,no,no,0,no,semi-furnished
3693755,4430,2,2,2,yes,no,no,no,no,2,yes,semi-furnished
7082068,6330,4,1,3,no,no,no,no,no,1,no,semi-furnished
4285143,1950,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
5754438,5942,3,2,3,yes,yes,yes,no,yes,0,no,furnished
8322284,5857,3,2,2,no,no,no,no,yes,0,yes,semi-furnished
4155045,8415,3,1,1,yes,no,no,no,no,3,no,semi-furnished
6013770,5521,3,0,2,no,no,no,no,no,0,no,semi-furnished
3034957,2886,1,1,1,yes,yes,no,no,yes,0,no,unfurnished
5213571,9963,3,2,2,yes,yes,no,no,yes,1,no,unfurnished
3083584,5550,3,0,0,no,yes,yes,no,no,0,no,semi-furnished
4467612,3486,3,1,2,yes,yes,no,no,yes,0,no,unfurnished
5955302,7180,3,0,2,yes,no,no,no,no,0,no,furnished
10256158,8528,3,2,4,yes,no,yes,no,no,2,yes,semi-furnished
6374533,6751,2,0,1,yes,yes,no,no,no,1,no,unfurnished
11517417,7441,4,0,1,yes,no,no,no,no,2,yes,unfurnished
2959867,3085,2,0,1,yes,no,yes,no,no,0,no,furnished
5597665,6013,2,2,0,yes,yes,yes,no,no,1,no,unfurnished
4704070,4939,3,2,1,yes,no,no,no,yes,0,yes,unfurnished
2473429,2549,3,1,2,yes,no,no,no,yes,0,no,unfurnished
2207041,2925,2,1,0,no,no,no,no,no,0,no,unfurnished
8611783,6492,3,2,1,yes,no,no,no,no,2,no,unfurnished
10252989,16229,5,2,1,no,no,yes,no,no,0,no,unfurnished
5495009,6853,2,2,1,yes,no,no,no,no,1,no,unfurnished
5974803,5431,3,0,3,yes,yes,yes,no,yes,1,no,furnished
2388124,3114,1,0,2,no,yes,yes,no,no,0,no,unfurnished
4562035,3921,3,0,1,no,no,no,no,yes,0,no,furnished
3473375,5295,1,1,1,yes,no,no,no,no,0,yes,unfurnished
2344094,2622,3,1,2,no,no,no,no,no,0,yes,unfurnished
5895215,6383,2,0,0,yes,no,no,no,no,1,no,semi-furnished
3275629,3325,3,0,1,yes,no,no,no,no,0,no,semi-furnished
5200389,7031,3,0,0,yes,no,no,no,yes,2,yes,semi-furnished
2710383,3282,2,0,2,yes,no,no,no,no,0,yes,unfurnished
4841471,10198,2,1,0,yes,no,no,yes,yes,2,yes,unfurnished
1986289,1758,2,1,1,yes,no,no,no,no,0,no,unfurnished
4383700,1889,4,0,2,yes,yes,no,no,no,0,no,furnished
3724640,2969,2,1,2,yes,no,no,no,no,0,no,furnished
2719544,3541,1,1,1,yes,no,no,no,no,1,no,unfurnished
3186258,3115,2,0,2,yes,no,no,no,no,1,yes,furnished
3724059,3181,1,2,0,yes,no,yes,no,yes,0,no,unfurnished
4421634,2388,3,1,2,yes,no,no,no,no,0,no,unfurnished
3654779,12970,3,0,0,yes,no,no,no,no,0,yes,unfurnished
8316477,9074,3,0,1,yes,yes,no,no,no,0,no,semi-furnished
2801550,2869,1,1,1,no,no,no,yes,no,0,no,furnished
3884182,4688,2,2,2,yes,no,yes,yes,no,0,yes,unfurnished
4514276,3497,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
5966685,5288,2,0,3,yes,no,no,no,yes,0,yes,furnished
2459738,2900,3,1,1,no,yes,yes,no,no,0,yes,unfurnished
8443337,8796,2,2,1,yes,no,yes,no,no,1,no,furnished
4151932,5723,3,1,0,yes,no,no,no,no,1,no,furnished
2798928,5582,3,1,2,no,no,yes,no,yes,0,no,unfurnished
5203345,10285,2,0,1,yes,no,yes,no,no,0,no,furnished
7392790,5864,3,0,2,yes,no,no,no,no,0,no,furnished
3417752,3402,4,0,1,yes,no,no,no,yes,2,no,furnished
2187833,1872,3,1,0,yes,no,yes,no,no,0,no,semi-furnished
10095735,8547,4,2,3,yes,no,no,no,no,1,no,semi-furnished
7551969,5980,2,2,4,yes,yes,yes,no,no,1,no,furnished
4346113,2850,3,1,2,yes,no,no,no,no,0,no,semi-furnished
3887891,5582,1,0,1,yes,no,no,no,no,0,no,semi-furnished
4582308,5419,3,0,1,yes,no,no,no,no,0,yes,semi-furnished
3698142,4022,2,2,1,no,no,no,no,yes,1,yes,unfurnished
3237311,3929,2,0,1,yes,no,no,no,no,1,no,unfurnished
5159562,3061,2,0,2,no,no,no,no,no,0,yes,semi-furnished
10248365,8646,4,2,3,yes,yes,yes,yes,no,1,no,semi-furnished
3469932,3858,2,0,0,yes,no,no,no,no,0,no,furnished
4084934,3674,3,2,0,yes,no,no,no,no,1,no,unfurnished
5262790,6564,4,2,2,yes,no,yes,no,no,0,no,furnished
4542468,3894,2,0,2,yes,no,no,no,no,0,no,unfurnished
2525940,3941,2,1,0,yes,no,no,no,no,0,no,semi-furnished
3819778,5527,3,1,2,yes,no,no,no,no,0,no,semi-furnished
6641353,8213,2,2,3,yes,no,no,no,no,0,no,semi-furnished
7201141,6000,2,0,1,yes,no,no,no,no,0,no,furnished
3874202,7287,2,0,1,yes,no,yes,no,no,0,no,unfurnished
3558095,4761,3,0,2,yes,no,yes,no,no,0,no,furnished
9150242,5974,3,0,2,yes,no,yes,no,no,2,yes,semi-furnished
5194922,5978,3,0,0,yes,no,yes,no,yes,0,no,furnished
3978365,2423,3,2,0,yes,no,yes,no,yes,0,no,furnished
3462607,3820,3,0,0,yes,no,no,no,no,0,no,unfurnished
3038721,3581,2,0,0,yes,no,yes,no,no,1,no,semi-furnished
4609366,3608,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
3495905,3087,2,0,1,yes,yes,no,no,yes,0,no,unfurnished
3681248,3918,2,0,1,yes,no,no,no,no,0,yes,furnished
4715403,5444,2,0,1,yes,yes,no,no,no,0,no,furnished
3534287,3501,3,0,2,yes,no,yes,no,yes,0,no,furnished
3799421,3419,2,1,0,no,yes,yes,no,yes,0,yes,unfurnished
3478451,7466,3,1,1,yes,yes,no,no,no,0,yes,furnished
4671832,6192,1,1,0,yes,no,no,no,no,0,no,furnished
3526222,3014,3,1,1,no,no,yes,no,no,0,no,semi-furnished
3551466,3163,2,1,2,yes,no,no,no,no,0,no,furnished
2947949,4968,2,1,0,no,yes,yes,no,yes,0,no,semi-furnished
7264390,6100,3,2,3,no,no,no,no,yes,0,no,unfurnished
2118543,3164,4,1,1,yes,no,yes,no,no,0,yes,unfurnished
6552798,6142,3,1,3,yes,no,no,no,no,0,no,unfurnished
4597658,10168,1,1,0,yes,no,no,no,no,1,no,semi-furnished
9237605,7818,3,1,2,yes,no,no,no,yes,0,no,unfurnished
2783017,3409,2,1,1,yes,no,no,no,no,1,no,semi-furnished
8246741,4912,4,1,1,yes,no,no,no,yes,1,no,unfurnished
7889566,6669,2,1,2,yes,yes,no,no,yes,0,no,unfurnished
4382436,4723,1,0,1,yes,no,yes,no,no,0,no,unfurnished
5902641,6612,2,0,1,yes,no,no,no,no,1,no,unfurnished
8556725,8738,3,1,1,yes,no,no,no,yes,1,yes,semi-furnished
7474156,6417,3,1,4,yes,no,no,no,no,2,no,semi-furnished
3007287,3016,3,1,1,yes,no,no,no,no,0,yes,unfurnished
3130721,3896,2,0,0,yes,no,yes,no,yes,1,no,furnished
6769465,4262,3,1,1,yes,no,no,no,yes,0,no,semi-furnished
5861390,4696,3,0,2,yes,yes,no,no,no,1,yes,semi-furnished
4916198,2953,3,2,1,yes,no,no,no,no,1,yes,semi-furnished
3586349,3795,3,1,1,yes,yes,no,no,no,2,no,furnished
4980921,2970,2,0,1,yes,no,no,no,no,0,no,unfurnished
3658414,6065,2,0,2,yes,yes,no,no,no,0,yes,semi-furnished
4723775,6013,2,0,1,yes,yes,no,no,no,1,no,unfurnished
6437535,4243,3,1,3,no,no,no,no,no,1,no,semi-furnished
4373187,2138,3,1,2,yes,no,no,no,yes,0,no,unfurnished
6061078,6424,3,1,3,yes,no,yes,no,no,0,no,unfurnished
6023702,7261,4,2,2,yes,no,no,no,yes,0,no,semi-furnished
2518129,2900,4,1,2,yes,no,no,no,no,0,no,unfurnished
4746046,5470,3,1,1,yes,no,yes,no,no,0,no,furnished
4551817,5124,3,0,4,yes,no,no,no,no,0,yes,unfurnished
6063036,6453,3,2,3,yes,no,no,yes,yes,0,no,semi-furnished
3219725,2144,3,0,2,yes,no,no,no,no,0,yes,unfurnished
6509343,4104,2,1,1,yes,no,yes,no,no,1,yes,unfurnished
5323732,6500,3,2,2,yes,no,no,no,no,0,no,furnished
3190290,2572,2,0,0,yes,no,no,yes,no,0,no,semi-furnished
2076251,2403,3,1,1,no,no,yes,no,yes,0,no,semi-furnished
10034912,8381,3,3,3,yes,no,yes,no,no,1,no,semi-furnished
3903408,3820,2,0,0,yes,no,no,no,no,1,no,unfurnished
3261388,4398,1,0,1,no,no,no,no,no,0,yes,semi-furnished
6378005,7974,3,2,2,yes,no,yes,no,yes,0,no,furnished
4914757,4406,3,3,1,yes,no,yes,no,no,2,no,unfurnished
3325381,3203,2,1,0,yes,no,no,no,yes,1,yes,semi-furnished
3491052,3886,3,0,2,yes,no,no,no,no,0,no,semi-furnished
4001774,2159,2,0,1,yes,no,no,no,yes,0,yes,unfurnished
5921166,7108,3,0,0,yes,no,yes,no,no,1,no,unfurnished
7874409,5967,3,2,4,yes,no,no,no,no,1,no,unfurnished
4206868,5742,2,0,1,yes,no,yes,no,no,2,no,unfurnished
6011747,9813,2,0,1,yes,no,no,no,no,2,yes,unfurnished
1731241,2969,1,0,1,no,no,yes,no,no,1,no,unfurnished
6092909,4951,3,1,3,yes,no,yes,no,no,0,no,furnished
3623425,5448,2,1,1,yes,yes,yes,no,no,0,yes,furnished
3494655,3172,3,0,1,yes,no,yes,no,no,0,no,semi-furnished
3297127,2594,1,1,0,yes,no,no,no,no,0,yes,semi-furnished
2278502,1915,2,0,1,yes,no,no,no,yes,0,no,furnished
6007480,3996,6,1,1,yes,no,no,no,yes,0,no,furnished
5264041,6969,2,1,1,yes,no,no,no,no,1,yes,furnished
7009603,12073,4,1,1,no,no,no,no,yes,1,no,unfurnished
4836312,4111,3,0,1,yes,yes,no,no,no,0,no,furnished
3548676,3785,2,0,1,yes,no,yes,no,no,0,no,semi-furnished
3834497,7353,2,1,1,yes,no,no,no,no,2,no,unfurnished
4358379,4489,2,0,1,yes,no,no,no,yes,1,yes,semi-furnished
7431747,4251,2,2,2,yes,no,yes,no,no,1,no,unfurnished
5271096,5590,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
3684771,3161,3,2,2,yes,no,yes,no,yes,0,no,semi-furnished
8984947,6322,2,1,2,yes,no,no,no,no,1,no,semi-furnished
3263087,2984,2,1,2,yes,no,no,no,yes,0,no,furnished
6750218,6318,2,1,2,yes,no,no,no,no,0,no,furnished
8776270,6642,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished
4412666,3683,2,0,1,yes,no,no,no,no,0,yes,semi-furnished
5657869,4974,2,1,2,yes,yes,yes,no,no,0,no,unfurnished
5686672,6044,3,2,0,yes,no,no,no,yes,1,no,unfurnished
6929692,8725,3,2,1,yes,no,yes,no,no,1,no,furnished
3279559,3735,2,0,1,yes,no,yes,no,no,0,no,semi-furnished
3873765,7138,3,2,1,yes,no,no,no,no,3,no,furnished
5512058,6827,2,2,1,yes,no,yes,no,yes,1,no,semi-furnished
4825445,5861,1,0,0,yes,yes,no,no,yes,0,no,semi-furnished
3429887,4710,4,0,1,yes,no,no,no,yes,0,no,semi-furnished
4486705,5890,1,0,1,yes,no,no,no,yes,0,yes,unfurnished
4128803,4298,1,1,1,yes,yes,no,no,yes,1,no,furnished
4044892,3345,4,1,2,yes,yes,no,no,no,0,no,furnished
4317755,6031,2,1,1,yes,yes,yes,no,no,1,no,semi-furnished
3880784,5896,2,1,1,yes,no,no,no,no,1,no,furnished
4853688,5992,2,0,2,yes,no,no,no,no,0,no,semi-furnished
1834533,1776,3,0,1,yes,no,no,no,yes,0,no,furnished
5529988,6740,4,1,1,yes,no,yes,no,no,0,no,furnished
3914525,3300,2,1,2,no,yes,yes,no,no,0,no,unfurnished
7336314,11516,3,1,2,yes,no,yes,no,no,1,no,furnished
4939442,10800,3,0,2,yes,no,no,no,no,0,no,semi-furnished
7121782,6363,3,1,1,yes,yes,yes,no,no,1,yes,furnished
2994943,3438,3,0,1,yes,yes,yes,no,no,1,no,semi-furnished
6076464,5621,2,1,4,yes,no,no,no,no,1,no,furnished
4704069,6089,1,1,1,yes,yes,no,no,no,1,no,furnished
4226693,3620,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
3723228,3530,2,0,0,no,yes,yes,no,no,0,no,unfurnished
3932994,2206,2,1,2,yes,no,no,no,no,0,no,furnished
6265672,5563,3,2,3,yes,no,no,no,no,1,no,unfurnished
4890528,4044,3,0,3,yes,yes,no,no,no,0,no,unfurnished
6082570,6214,3,2,3,yes,no,no,no,no,0,no,furnished
4242168,5601,2,0,1,yes,no,yes,no,no,0,no,semi-furnished
3813663,3502,1,0,1,yes,no,no,no,yes,1,no,furnished
2757949,3048,3,1,1,yes,no,no,no,no,0,no,furnished
2670659,3583,2,2,2,no,no,no,no,no,0,no,unfurnished
9070315,6447,4,1,2,yes,no,no,no,no,0,no,semi-furnished
5049160,3428,2,1,0,yes,no,no,no,no,0,yes,unfurnished
7575125,5783,2,1,4,yes,no,no,no,yes,1,no,unfurnished
4403729,10303,2,0,0,yes,no,yes,no,no,1,no,unfurnished
5199935,3240,3,2,1,yes,yes,no,no,yes,2,no,semi-furnished
10841900,7425,3,3,0,yes,no,no,no,no,2,no,unfurnished
5728178,6464,3,0,2,yes,no,no,no,no,0,no,furnished
4548722,3334,3,0,2,yes,no,yes,no,no,0,no,semi-furnished
8738156,8297,2,1,0,yes,no,no,no,no,1,yes,unfurnished
7669993,6531,3,1,4,yes,no,no,no,no,2,no,unfurnished
